Shape,Shape code,Color,MMYYYY,AVG,TOTAL_SF
"4""x12""",5,OR01-Ivory,52017,8.64,1.94
"4""x12""",5,MA01-Statuary,32017,5.55,1.94
"6""x24""",10,DE13-Gray,62017,15.49,1.94
"6""x24""",10,DE14-Beige,62017,15.49,1.94
"2""x2""",1,MS04-Toffee,12017,2.02,1.94
"2""x2""",1,MS05-Dark Gray,12017,2.02,1.94
"2""x2""",1,MS03-Light Gray,12017,2.02,1.94
"2""x2""",1,TS02-Light Gray,32017,1.65,1.94
"2""x2""",1,MA03-Frost,32017,1.8,1.94
"2""x2""",1,MS01-White,12017,2.02,1.94
"2""x2""",1,MS01-White,52017,4.04,1.94
"2""x2""",1,MS02-Ivory,12017,2.02,1.94
"2""x2""",1,MS02-Ivory,52017,4.04,1.94
"2""x2""",1,MS06-Black,12017,2.02,1.94
"2""x2""",1,TS01-Beige,32017,1.65,1.94
"8""x8""",6,NB21-Eyelet Deco,122016,5.81,1.72
"8""x8""",6,NB19-Moorish Deco,122016,5.81,1.72
"4""x12""",5,MS05-Dark Gray,82017,6.79,1.61
"3""x6""",3,MA05-Emperador Light,82016,1.89,1.37
"3""x6""",3,MS03-Light Gray,52017,4.29,1.37
"3""x6""",3,MA01-Statuary,92017,3.79,1.37
"3""x6""",3,MA01-Statuary,82016,1.89,1.37
"3""x6""",3,FB02-Silver,32017,2,1.37
"3""x6""",3,FB01-Ivory,32017,2,1.37
"3""x6""",3,MS01-White,52017,4.29,1.37
"4""x12""",5,NB58-Nero,102017,6.79,1.29
"4""x12""",5,OR02-Beige,92016,5.55,1.29
"8""x8""",6,NB26-Dark Gray,122016,5.81,1.29
"8""x8""",6,NB20-Squares Deco,122016,5.81,1.29
"8""x8""",6,NB20-Squares Deco,102016,5.81,1.29
"8""x8""",6,NB19-Moorish Deco,102016,5.81,1.29
"8""x8""",6,NB15-Diamond Deco,122016,5.81,1.29
"8""x8""",6,NB15-Diamond Deco,102016,5.81,1.29
"8""x8""",6,NB22-Scroll Deco,122016,5.81,1.29
"8""x8""",6,NB25-Red Brown,122016,5.81,1.29
"8""x8""",6,NB27-Black,122016,5.81,1.29
"8""x8""",6,NB23-Cubes Deco,102016,5.81,1.29
"8""x8""",6,NB23-Cubes Deco,122016,5.81,1.29
"8""x8""",6,NB16-Flower Deco,102016,5.81,1.29
"8""x8""",6,NB16-Flower Deco,122016,5.81,1.29
"8""x8""",6,NB17-Clover Deco,102016,5.81,1.29
"8""x8""",6,NB17-Clover Deco,122016,5.81,1.29
"8""x8""",6,NB18-Bowtie Deco,102016,5.81,1.29
"8""x8""",6,NB18-Bowtie Deco,122016,5.81,1.29
"8""x8""",6,NB21-Eyelet Deco,102016,5.81,1.29
"8""x8""",6,NB24-Beige,122016,5.81,1.29
"8""x8""",6,NB22-Scroll Deco,102016,5.81,1.29
"6""x12""",7,NB56-Grigio,72017,13.5,1
"6""x12""",7,NB13-Toffee,52017,5.75,1
"1""X6""",2,NB58-Nero,92017,108,1
"1.2""X24""",4,DE12-Silver,62017,20.57,0.98
"1.2""X24""",4,DE11-Bronze,62017,20.57,0.98
"2""x2""",1,NB52-Beige,12017,1.99,0.97
"2""x2""",1,NB52-Beige,52017,3.99,0.97
"2""x2""",1,NB55-Blue,12017,1.99,0.97
"2""x2""",1,NB58-Nero,12017,1.99,0.97
"2""x2""",1,MS01-White,72017,3.99,0.97
"2""x2""",1,MS06-Black,52017,3.99,0.97
"2""x2""",1,MA04-Marfil,32017,1.8,0.97
"2""x2""",1,MA04-Marfil,82016,1.8,0.97
"2""x2""",1,MA04-Marfil,112016,1.81,0.97
"2""x2""",1,MS04-Toffee,32017,1.99,0.97
"2""x2""",1,NB51-Avorio,32017,1.99,0.97
"2""x2""",1,NB51-Avorio,52017,3.99,0.97
"2""x2""",1,NB57-Tobacco,12017,1.99,0.97
"2""x2""",1,NB57-Tobacco,32017,1.99,0.97
"2""x2""",1,MA01-Statuary,42017,1.8,0.97
"2""x2""",1,MA01-Statuary,92017,3.6,0.97
"2""x2""",1,MA06-Bardigio,32017,1.8,0.97
"2""x2""",1,MA06-Bardigio,92017,3.6,0.97
"2""x2""",1,MA02-Daino Reale,112016,1.81,0.97
"2""x2""",1,NB50-Super White,12017,2.1,0.97
"2""x2""",1,NB50-Super White,32017,2.1,0.97
"2""x2""",1,NB50-Super White,52017,4.19,0.97
"2""x2""",1,NB53-Silver Gray,12017,1.99,0.97
"2""x2""",1,NB59-Super Black,22017,2.1,0.97
"2""x2""",1,NB59-Super Black,32017,2.1,0.97
"2""x2""",1,MA05-Emperador Light,32017,1.8,0.97
"2""x2""",1,MA05-Emperador Light,92017,3.6,0.97
"8""x8""",6,NB25-Red Brown,92016,5.79,0.86
"8""x8""",6,NB27-Black,92016,5.79,0.86
"8""x8""",6,NB24-Beige,92016,5.79,0.86
"8""x8""",6,NB26-Dark Gray,92016,5.79,0.86
"4""x12""",5,PR01-Bianco,62017,6.79,0.65
"4""x12""",5,NB56-Grigio,62017,6.79,0.65
"1""X6""",2,AC03-Greige,92017,92,0.63
"6""x12""",7,FB01-Ivory,22017,5.75,0.5
"6""x12""",7,MS03-Light Gray,32017,13.5,0.5
"8""x8""",6,NB19-Moorish Deco,92017,0,0.43
"8""x8""",6,NB17-Clover Deco,92017,0,0.43
"8""x8""",6,NB20-Squares Deco,92017,0,0.43
"8""x8""",6,NB21-Eyelet Deco,92017,0,0.43
"8""x8""",6,NB21-Eyelet Deco,112016,11.6,0.43
"1""X6""",2,-,92017,92,0.38
"4""x12""",5,AC03-Greige,32017,5.86,0.32
"4""x12""",5,AE01-Ivory,22017,2.77,0.32
"4""x12""",5,AC01-Taupe,52017,5.86,0.32
"4""x12""",5,FB01-Ivory,22017,3.08,0.32
"4""x12""",5,TS02-Light Gray,122016,2.48,0.32
"1""X6""",2,MS03-Light Gray,52017,108,0.25
"1""X6""",2,NB56-Grigio,92017,108,0.25
"12""x12""",9,TS01-Beige,82016,0.07,0
"12""x12""",9,TS02-Light Gray,82016,0.07,0
"12""x12""",9,TS03-Dark Gray,82016,0.07,0
"8""x8""",6,NB17-Clover Deco,52017,-8.69,-82.19
"24""x24""",17,MA01-Statuary,32017,-1.69,-495.68
"12""x12""",9,MA04-Marfil,92017,-1.59,-607.05
"12""x24""",13,NB57-Tobacco,62017,-2.19,-1688.41
"12""x24""",13,MA02-Daino Reale,92017,-0.05,-1982.72
